Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point
yes,,2019-03-22,-1.15329,52.947781,,3.13,2019-03-22,,332,332,DevelopmentDescription: Change of use from office (B1) to dwellings (C3) (332 residential units 201 x 2 bed and 131x 1bed).; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2018-05-18,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P4G5JGLY01B00,,"Inland Revenue Castle, Meadow Road, Nottingham",2436,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456747.2539999997&xmax=457090.1629999997&ymin=339066.2620000001&ymax=339266.091",,
yes,,2019-04-03,-1.149789,52.95245,,0.08,2020-02-12,,23,23,DevelopmentDescription: Change of use at nos. 3-23 Wheeler Gate (offices above shop frontages) from office to residential comprising 23no. units and 41no. bed spaces including minor internal alterations and roof works.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2020-08-11,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PXYOOWLYMBR00,permissioned,"15 Wheeler Gate, Nottingham",2438,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457173.75&xmax=457219.8499999996&ymin=339788.25&ymax=339830.05000000075",,
,2019-03-31,2019-03-25,-1.19767,52.99806,,0.06,2019-03-25,,,,DevelopmentDescription: Construction of 12no. flats; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2018-06-28,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OLB71DLYGCQ00,permissioned,"Land At Coventry Road, Bulwell (to The Rear Of 7 - 15 Main Street, Bulwell, Nottinghamshire, NG6 8PS)",2439,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=453933.0499999998&xmax=453958.5999999996&ymin=344823.94999999925&ymax=344858.5",,
,2019-03-31,2019-03-26,-1.168223,52.971885,,0.11,2019-03-26,,0,0,DevelopmentDescription: Conversion of warehouse unit from community centre (D1) to 12 residential apartments (C3). Erection of 4 new build houses on car park.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2019-04-15,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PFSZDHLYMRG00,permissioned,"102-103 Palm Street, Nottingham, NG7 7HS",2441,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455922.11899999995&xmax=455967.3629999999&ymin=341883.89100000076&ymax=341935.6830000002",,
,,2019-03-26,-1.17142,52.998157,,0.28,2019-03-26,,23,23,DevelopmentDescription: Three storey mixed use development comprising 3 x ground floor retail unit with 15 apartments to upper floors and 8 x semi detached dwellings to rear.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PANSQOLYMN900,pending decision,"Shell for Southglade Convenience Store and Notts Cars, Southglade Road, Nottingham, NG5 5GF",2443,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455636.53199999966&xmax=455706.8119999999&ymin=344837.94600000046&ymax=344907.23399999924",,
,,2019-04-03,-1.242269,52.955002,,0.08,2019-04-03,,10,10,DevelopmentDescription: Demolition of existing building and erection of 3 storey building comprising of 10 apartments.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PH3N6KLY00M00,,"267A Trowell Road, Nottingham, NG8 2FE",2448,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=451002.5999999996&xmax=451025.0310000004&ymin=339958&ymax=340003.8200000003",,
,,2019-04-03,-1.164967,52.959825,,0.25,2019-04-03,,10,10,DevelopmentDescription: Erection of 5 storey student development following demolition of existing building. PREAPP Closed19/00771/PFUL3; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PPOJE1LYMWD00,pending decision,"34 Tennyson Street and Adventure Playground, Nottingham, NG7 4FU",2449,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456166.77699999977&xmax=456245.7999999998&ymin=340555.25&ymax=340617.5999999996",,
yes,,2019-04-03,-1.14271,52.956892,,0.36,2019-04-03,,124,124,"DevelopmentDescription: Purpose-built student accommodation building with cluster bedrooms, studios and associated communal areas, over 2 to 7 storeys. 311 bedspaces in clusters therefore 124 dw; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,,2021-03-10,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=Q100UMLYFKZ00,permissioned,"Gala Club, St Anns Well Road, Nottingham, NG3 1ED",2450,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457624.4000000004&xmax=457708.5&ymin=340288&ymax=340362.5",,
yes,,2019-04-03,-1.123209,52.948137,,1.54,2019-04-03,,80,100,DevelopmentDescription: PREAPP is now closed; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P9JPA3LY00M00,,"Ntl Diamond Plaza, Daleside Road, Nottingham, NG2 4DS",2451,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=459010.4000000004&xmax=459215.36000000034&ymin=339219.44999999925&ymax=339389.1300000008",,
yes,,2019-04-03,-1.181485,52.959459,,0.53,2019-04-03,,88,88,DevelopmentDescription: Additional student accommodation.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PH3MMPLY00M00,,"St Peters Court, St Peters Street , Nottingham",2453,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455063.3099999996&xmax=455151.54000000004&ymin=340398.8699999992&ymax=340543.19999999925",,
yes,,2019-04-03,-1.148603,52.958625,,0.26,2019-04-03,,126,126,DevelopmentDescription: Student Scheme 472 bedspaces 126 dwellings; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2019-07-01,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PJKT85LYMER00,permissioned,"York House, Mansfield Road, Nottingham",2454,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457249.33999999985&xmax=457315.8169999998&ymin=340426.1420000009&ymax=340504.5250000004",,
yes,,2019-04-05,-1.141715,52.945216,,0.32,2019-04-05,,141,141,DevelopmentDescription: Residential apartment building with under croft parking following demolition of existing office building.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=Q0Y66QLYN3O00,pending decision,"1 Wallett Street, Nottingham, NG2 3EL",2455,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457770.8499999996&xmax=457819.6500000004&ymin=338917.5&ymax=338990",,
yes,,2019-05-03,-1.182488,52.948507,,0.37,2019-05-02,,188,188,DevelopmentDescription: Outline for Student Accommodation; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2020-02-18,outline planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=Q15KTJLYFT000,permissioned,Triumph Road,2456,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454944.5999999996&xmax=455035.1500000004&ymin=339279.3499999996&ymax=339366.25",,
,,2019-04-15,-1.182781,52.944558,,3.66,2019-04-15,,25,25,DevelopmentDescription: Student Accomodation/PRS apartments.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,Other,,Not Permissioned,"Former Medi Park, adj. QMC",2457,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454994.3300000001&xmax=455235.5089999996&ymin=338644.19999999925&ymax=338890.6500000004",,
,,2019-04-15,-1.145669,52.944146,,0.33,2019-04-15,,50,50,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,,Other,,Not Permissioned,Methodist Bridgeway Hall/ Salvation Army Site,2459,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457492.2400000002&xmax=457568.3223000001&ymin=338787.5&ymax=338874.5999999996",,
,2019-03-31,2019-05-29,-1.145548,52.95072,,0.03,2019-08-15,,,,"DevelopmentDescription: Alterations to 4-8 Heritage Mews in association with use as apartments. Part demolition of back addition to form new external terrace, new windows / doors and rooflights to south facing elevation. New entrace canopy to north elevation. Installation of ro; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-10-11,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PD4OWILYLV600,permissioned,"Heritage Mews, High Pavement, Nottingham, NG1 1HN",2469,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457501.4539999999&xmax=457524.96999999974&ymin=339577.4729999993&ymax=339599.1099999994",,
yes,,2019-05-29,-1.200794,52.989712,,0.07,2019-08-15,,6,6,DevelopmentDescription: Conversion of ground floor to 6 self contained studio flats.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-01-10,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PBEAIPLYH5T00,permissioned,"228 Cinderhill Road, Nottingham, NG6 8SB",2475,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=453713.3219999997&xmax=453751.6500000004&ymin=343878.23000000045&ymax=343923.75",,
,2019-03-31,2018-12-14,-1.15554,52.956008,,0.2,2019-08-14,,,,DevelopmentDescription: Change of use of vacant office building to student accommodation.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-03-27,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PH3A2ALYIFX00,permissioned,"Stanley House , 56 Talbot Street , Nottingham NG1 5GL",2319,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456814.23000000045&xmax=456873.2000000002&ymin=340175.5&ymax=340230.80000000075",,
yes,,2018-12-14,-1.135396,52.979622,,0.49,2018-12-14,,31,31,DevelopmentDescription: Development of 24no. family houses and 7no. supported housing flats with associated staff office/overnight accommodation.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-04-18,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PDYBD3LYHLL00,permissioned,"Factory Between 42 To 98 Morley Avenue, Nottingham",2320,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458149.4000000004&xmax=458243.7000000002&ymin=342741.55000000075&ymax=342837.80000000075",,
yes,,2018-12-14,-1.167224,52.959302,,0.04,2019-08-14,,29,29,"DevelopmentDescription: Conversion and extensions to form four and six storey building providing 45 bed spaces ie- 19 Studios, and mix of 3 and 4+ bed clusters. 3 x 3beds and 5 x 4beds (from planning application form). (19studios + 26 cluster beds/2.5). Possibly 35 bedroom a; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-07-10,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P1PREKLY0JQ00,permissioned,177 Forest Road West Nottingham,2321,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456038.5999999996&xmax=456064.7999999998&ymin=340527&ymax=340554.3499999996",,
,2019-03-31,2018-12-14,-1.167354,52.9719,,0.13,2018-12-14,,,,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-04-18,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PFLKP4LYLZS00,permissioned,"Studio House, 22 Mount Street, New Basford Nottingham",2323,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455964.4000000004&xmax=456025.8499999996&ymin=341901.55000000075&ymax=341938",,
,,2018-12-14,-1.179286,52.950536,,0.18,2018-12-14,,12,12,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,,,,Not Permissioned,"Site Of Plumbline Displays' Faraday Road, Nottingham",2326,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455192.7000000002&xmax=455264.95999999996&ymin=339508.28800000064&ymax=339583.9000000004",,
,2019-03-31,2018-12-14,-1.145366,52.955705,,0.1,2019-08-14,,,,DevelopmentDescription: Conversion of Nos. 43-55 Lower Parliament Street to mixed use commercial/student accommodation. Demolition of Nos. 1-7 Glasshouse Street and development of 5 storey student accommodation building.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-02-21,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P3KBHELYIPD00,permissioned,"43-55 Lower Parliament Street And 1-7 Glasshouse Street , Nottingham NG1 3DB",2327,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457487.6330000004&xmax=457526.1560000004&ymin=340115.4299999997&ymax=340153.8479999993",,
,2019-03-31,2018-12-14,-1.203701,53.004374,,0.47,2019-08-14,,,,DevelopmentDescription: Residential development of 13 houses.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,owned by a public authority,2018-11-08,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P1COT4LYKAI00,permissioned,"Site Of Marlstones, Aldgate Close , Nottingham",2328,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=453441.92700000014&xmax=453539.6579999998&ymin=345478.7689999994&ymax=345562.9399999995",,
,2019-03-31,2018-12-14,-1.16606,52.946725,,0.11,2018-12-14,,,,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-01-19,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ONVPLTLYMXF00,permissioned,"Graystacks 2, 171A Castle Boulevard NG7 1GY",2332,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456087.2000000002&xmax=456133.0499999998&ymin=339119.69999999925&ymax=339157.34300000034",,
,2019-03-31,2018-12-14,-1.159919,52.955836,,0.04,2019-08-14,,,,DevelopmentDescription: Demolition of former restaurant building. Construction of a 5-storey building comprising a retail ground floor use (Class A1) with student accommodation above in a mix of studios and cluster flats.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-04-25,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OVV1AFLY01B00,permissioned,"100 - 104 Derby Road, NG1 5FB",2333,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456529.2000000002&xmax=456551&ymin=340132&ymax=340157",,
yes,,2018-12-14,-1.14557,52.966755,,0.11,2018-12-14,,11,11,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2020-09-03,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QBNA1FLYL0300,permissioned,"26 - 28 Corporation Oaks, Nottingham NG3 4JY",2334,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457463.0499999998&xmax=457498.75&ymin=341382.9000000004&ymax=341433.5",,
,2019-03-31,2018-12-14,-1.142224,52.951562,,0.04,2019-08-14,,,,"DevelopmentDescription: Conversion of the basement, ground, first, second, third and fourth floors to 21 residential apartments; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-08-24,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL3I5FLYFSF00,permissioned,"Sutton Place, 49 Stoney Street, Nottingham NG1 1LX",2344,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457712.5&xmax=457735.9500000002&ymin=339671.05000000075&ymax=339698.4000000004",,
yes,,2018-12-14,-1.180437,52.980455,,0.08,2018-12-14,,0,0,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-05-05,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OL3XG5LYFXX00,Not Permissioned,"The White Swan, 46 Church Street, Old Basford, Nottingham NG6 0GD",2345,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455097.8499999996&xmax=455134.5999999996&ymin=342849&ymax=342888.3169999998",,
yes,,2018-12-14,-1.164409,53.005643,,0.23,2019-08-14,,3,3,DevelopmentDescription: Demolition of former children's home and erection of 8 semi-detached dwellings and access roads. 5 complete in 19/20; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-05-31,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OMSM7BLYJT900,permissioned,"Farmlands, 12A Ranskill Gardens, Nottingham NG5 9DX",2352,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456088.0499999998&xmax=456169.7000000002&ymin=345658.6300000008&ymax=345714.19999999925",,
,2019-03-31,2019-06-18,-1.146158,52.952012,,0.05,2019-08-15,,,,DevelopmentDescription: Conversion of upper floors to 7 self contained flats and construction of bridge link to rear. Replacement of windows to front elevation ( upper floors only ) and internal alterations to listed building.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2018-04-12,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OTYDBXLYG7N00,permissioned,"10 Byard Lane and 6 Weekday Cross, Nottingham, NG1 2GJ",2486,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457424.9500000002&xmax=457464.2999999998&ymin=339721&ymax=339742.3499999996",,
yes,,2017-12-14,-1.145395,52.95683,,0.14,2020-02-12,,36,36,"DevelopmentDescription: Demolition of existing buildings and erection of student accommodation development (5 - 6 storeys), including ground floor commercial units (Classes A1/A3/B1). 90 student bedspaces as 10 dwellings but 90 divide by 2.5=36; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2020-06-18,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PSK8QRLYFMF00,permissioned,"Land between Rick St and Howard Street off Glasshouse St, NG1 3LP",2242,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457480.4900000002&xmax=457529.3534000004&ymin=340221.5377999991&ymax=340278.9947999995",,
yes,,2019-07-15,-1.189886,53.011726,,0.13,2019-08-15,,6,6,DevelopmentDescription: Erection of six dwellings (amended proposal); SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-02-01,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O6Y62ILYKYK00,permissioned,"Springfield House, 180 Hucknall Lane, Hucknall Lane, Nottingham, NG6 8AJ",2497,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454423.9500000002&xmax=454456.7410000004&ymin=346300.0999999996&ymax=346371.0999999996",,
