Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-11-01,-1.771218,53.802904,,0.09,2018-11-01,9,0,0,Site with planning permission for 9 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-05-25,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403636COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N61B11DH00F00&activeTab=summary|https://planning.bradford.gov,permissioned,"Newport Road, Manningham",NW/013B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415138.6293,434071.54,415192.0,434111.0,27700",,,
yes,,2017-11-01,-1.820364,53.801791,,0.42,2018-11-01,23,0,0,Site with full permission for family homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-01-03,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K0V0ELDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IQ1UUMDHV6000&activeTab=summary|https://planning.bradford.,permissioned,"Whitburn Way, Allerton",NW/036,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411888.55,433929.0,411970.35,433987.789,27700",,,
yes,,2017-11-01,-1.829414,53.802473,,0.65,2018-11-01,9,0,0,Site with permission for 9 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-06-08,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J28V8JDHX2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7600948FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"Allerton Lane, Allerton",NW/038,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411308.15,433998.7,411365.31,434067.2,27700",,,
yes,,2017-11-01,-1.829764,53.79918,,1.34,2018-11-01,49,49,60,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0002089COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9101029FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Merrivale Road, Allerton",NW/040,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411242.59,433582.1563,411379.8985,433770.009,27700",,,
,,2017-11-01,-1.805154,53.811025,,0.87,2018-11-01,32,32,39,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KW6E8PDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M3R0W7DH0B300&activeTab=summary|https://planning.bradford.,not permissioned,"Reservoir House, Heights Lane, Daisy Hill",NW/045,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412840.7,434938.7,413014.1,435037.98,27700",,,
yes,,2017-11-01,-1.820835,53.800526,,0.79,2018-11-01,12,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0104116FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0103639REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Land at buildings at Kenilworth House, Saffron Drive, Allerton",NW/058,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411843.6504,433770.5,411980.491,433866.8347,27700",,,
yes,,2017-11-01,-1.823954,53.799677,,0.25,2018-11-01,9,0,0,Site with outline permission for 9 houses,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2015-09-18,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0002089COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JUONSQDHFH000&activeTab=summary|https://planning.bradford.gov,permissioned,"Bell Dean Road, Allerton",NW/060,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411660.4611,433695.35,411742.35,433749.0817,27700",,,
yes,,2017-11-01,-1.777164,53.824401,,0.26,2018-11-01,4,0,0,Site with detailed planning permission for 4 houses. Details submitted,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-10-06,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JYCAERDH0B600&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=O322Q9DH0CS00&activeTab=summary|https://planning.bradford.,permissioned,"Alton Grove, Frizinghall",NW/066,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414730.27,436444.4,414802.53,436518.95,27700",,,
yes,,2017-11-01,-1.828145,53.80319,,0.27,2018-11-01,6,0,0,Site with full planning permission for 6 houses,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,2017-06-28,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702339REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JX7EE8DH09100&activeTab=summary|https://planning.bradford.gov,permissioned,"Saffron Drive, Allerton",NW/067,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411353.3886,434072.12,411465.5283,434142.9,27700",,,
,,2017-11-01,-1.769974,53.806964,,0.23,2018-11-01,9,9,12,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704190FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NQPDT6DH0GF00&activeTab=summary|https://planning.bradford.gov,not permissioned,"Church Street, Manningham",NW/073,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415193.7,434521.75,415289.8,434571.4392,27700",,,
,,2018-11-01,-1.828331,53.804041,,0.26,2018-11-01,6,6,8,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LBPUPWDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L7AI17DH02T00&activeTab=summary|https://planning.bradford.,not permissioned,"Hill Top Lane, Allerton",NW/074,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411355.7,434182.95,411434.66,434235.0846,27700",,,
yes,,2017-11-01,-1.771476,53.810575,,0.32,2018-11-01,13,13,16,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8507620COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603771VAR&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Fairmount, North Park Road, Heaton",NW/076,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415105.5,434910.1,415196.8,434973.1,27700",,,
yes,,2017-11-01,-1.771034,53.819007,,0.17,2018-11-01,6,0,0,Site with detailed permission for 4 semi detached and 2 bungalows,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-03-15,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9006097FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=P7A77TDHLQF00&activeTab=summary|https://planning.bradford.gov,permissioned,"74 Frizinghall Road, Manningham",NW/088,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415147.85,435845.2,415192.05,435915.8,27700",,,
yes,,2017-11-01,-1.763905,53.810758,,0.17,2018-11-01,12,0,0,Site with permission approved October 2016 for partial demolition of building which accomodated 18 flats and new build of 6 houses and 6 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-10-21,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JMI7W1DH06L00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LIV1N3DH06L00&activeTab=summary|https://planning.bradford.,permissioned,"7-9 Oak Avenue, Manningham",NW/111,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415615.8,434941.1963,415672.25,434993.8,27700",,,
yes,,2017-11-01,-1.794392,53.804535,,1.81,2018-11-01,67,67,82,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8707958FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8805835COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Squire Lane, Girlington",NW/112,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413565.4668,434180.8524,413718.1499,434353.7868,27700",,,
yes,,2018-11-01,-1.75925,53.800751,,0.01,2018-11-01,5,0,0,Site with conversion permission of 1st and 2nd floors,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-08-18,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LEFSXODHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OUPZGXDH0IM00&activeTab=summary|https://planning.bradford.,permissioned,Nesfield House 2 Nesfield Street Bradford,NW/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415946.392,433847.5,415962.0021,433861.4824,27700",,,
yes,,2018-11-01,-1.773387,53.80676,,0.06,2018-11-01,7,0,0,Site with conversion permission,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-11-11,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICQISEDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OQ1S30DH0DK00&activeTab=summary|https://planning.bradford.,permissioned,Lily Street,NW/114,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415008.15,434506.6296,415037.2,434531.9,27700",,,
yes,,2018-11-01,-1.814666,53.815307,,0.06,2018-11-01,9,0,0,Site with permission for new apartment block,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-09-06,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PFRENIDHIUE00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSD8JEDHL5100&activeTab=summary|https://planning.bradford.,permissioned,"Chellowfield Court, Daisy Hill",NW/115,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412284.15,435447.8,412317.27,435476.02,27700",,,
yes,,2018-11-01,-1.760051,53.802088,,0.19,2018-11-01,9,0,0,Site with prior notification approval for change of use,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,other,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8500506FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9901198FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Rutland House, Manningham Lane",NW/116,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415859.5204,433978.9,415947.6,434026.8,27700",,,
yes,,2018-11-01,-1.75992,53.799739,,0.02,2018-11-01,8,0,0,Site with conversion permission,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-05-01,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LAUKFNDH0DX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7703024FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"9 Eldon Place, Manningham",NW/117,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415898.7276,433726.2,415922.24,433757.2,27700",,,
yes,,2018-11-01,-1.765569,53.802995,,0.34,2018-11-01,14,0,0,Site with permission for redevelopment,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-02-20,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7402181COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9007500REG&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Green Lane/Lumb Lane, Manningham",NW/118,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415493.515,434069.6,415576.4,434134.3,27700",,,
yes,,2018-11-01,-1.760488,53.799501,,0.1,2018-11-01,17,0,0,Building with permission to convert from office to 17 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-07-06,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0102061FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N5TEVQDH02F00&activeTab=summary|https://planning.bradford.gov,permissioned,"Eldon Lodge, Eldon Place, Manningham",NW/119,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415852.9,433691.05,415892.75,433738.35,27700",,,
yes,,2018-11-01,-1.807726,53.820831,,3.27,2018-11-01,360,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICFA8GDHL6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K54LPADH0GQ00&activeTab=summary|https://planning.bradford.,pending decision,Thorn Lane/Bingley Road,NW/122,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412617.5606,435970.95,412879.42,436193.3866,27700",,,
,,2018-11-01,-1.763132,53.803252,,0.87,2018-11-01,40,40,77,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203717FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7602097OUT&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,Former Manningham Middle School,NW/123,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415591.6,434077.7035,415784.708,434187.95,27700",,,
yes,,2018-11-01,-1.774263,53.805639,,0.51,2018-11-01,19,19,23,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001367REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OMQZ3RDH0CY00&activeTab=summary,not permissioned,"Site of Anvil Court, Church Street, Manningham",NW/126,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414926.95,434346.55,415007.35,434443.3,27700",,,
,,2018-11-01,-1.852225,53.771926,,0.97,2018-11-01,36,36,44,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I13VOJDHW3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9001161FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,Albert Road,QB/002,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409769.17,430575.72,409911.75,430698.49,27700",,,
,,2017-11-01,-1.852603,53.766669,,0.19,2018-11-01,8,8,9,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KCC7RGDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K4RRUMDH06V00&activeTab=summary|https://planning.bradford.,not permissioned,"Charles Street, Derby Street, Queensbury",QB/019,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409784.75,430018.55,409846.0,430075.25,27700",,,
yes,,2017-11-01,-1.860226,53.772387,,0.47,2018-11-01,5,0,0,Former reservoir . The site has permission for 5 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-07-21,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PAD8E8DHFT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MVL8ZYDH0B200&activeTab=summary|https://planning.bradford.,permissioned,"Former reservoir, Mountain",QB/031,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409271.55,430643.109,409352.711,430723.55,27700",,,
,,2017-11-01,-1.746436,53.770363,,1.32,2018-11-01,36,36,48,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LGCI0YDH08U00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MG3IF8DH02C00&activeTab=summary|https://planning.bradford.,not permissioned,Highbridge Terrace West Bowling,SE/001,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416759.213,430404.6,416891.4592,430562.1981,27700",,,
yes,,2017-11-01,-1.75016,53.750753,,0.51,2018-11-01,14,14,18,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0002143FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203945REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Cleckheaton Road, Wyke",SE/005,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416489.4375,428231.5918,416664.787,428346.5953,27700",,,
yes,,2017-11-01,-1.721886,53.783916,,0.25,2018-11-01,14,0,0,Site with planning permission for 14 houses,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-01-19,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KCBPR6DH06V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KP117SDHFH000&activeTab=summary|https://planning.bradford.,permissioned,"Parry Lane, East Bowling",SE/023A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418368.2982,431953.4513,418462.7938,432014.75,27700",,,
,,2017-11-01,-1.717121,53.792281,,1.99,2018-11-01,73,73,90,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IBWSV1DHK7000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7500620FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,"Laisterdyke Lane, Laisterdyke",SE/026,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418644.4,432843.1,418839.15,433009.35,27700",,,
,,2017-11-01,-1.700855,53.772222,,0.62,2018-11-01,23,23,28,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IJVAYODHM9000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9302015REG&activeTab=summary,not permissioned,"Landscove Avenue, Holmewood",SE/030,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419754.83,430634.6,419864.2,430744.8,27700",,,
,,2017-11-01,-1.708087,53.773006,,0.6,2018-11-01,22,22,27,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9502736PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9503278FUL&activeTab=summary|https://planning.bradford.gov.uk/,not permissioned,"Land at Muirhead Fold, Holmewood",SE/033,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419282.6,430706.05,419390.77,430840.9,27700",,,
,,2017-11-01,-1.70883,53.769125,,0.87,2018-11-01,32,32,39,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KW6NZADHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OCBIGUDH0IL00&activeTab=summary|https://planning.bradford.,not permissioned,"Cordingley Street, Holmewood",SE/037,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419228.5,430305.9,419338.55,430399.65,27700",,,
yes,,2017-11-01,-1.711925,53.769406,,0.23,2018-11-01,11,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-02-01,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607975OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0302016OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Tennis Avenue, Holmewood",SE/089,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419062.75,430343.9998,419104.6,430415.3998,27700",,,
,,2017-11-01,-1.715232,53.778598,,0.41,2018-11-01,15,15,19,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9402866REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301944PN&activeTab=summary|https://planning.bradford.gov.uk/,not permissioned,"Grayswood Drive, Holmewood",SE/102,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418798.87,431361.55,418922.5654,431438.6575,27700",,,
,,2017-11-01,-1.712294,53.772095,,0.27,2018-11-01,8,8,11,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9601182REG&activeTab=summary,not permissioned,"Somerton Drive, Holmewood",SE/114,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419023.18,430644.82,419089.54,430708.06,27700",,,
,,2018-11-01,-1.730265,53.771282,,0.47,2018-11-01,18,18,21,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IXAMOUDHM9000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900731FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,"Kaycell Street, Bierley",SE/118,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417824.5666,430533.9744,417915.6797,430638.8494,27700",,,
,,2017-11-01,-1.738424,53.768314,,0.31,2018-11-01,9,9,12,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J58CASDH6A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607135OUT&activeTab=summary|https://planning.bradford.gov,not permissioned,"Coop Place, West Bowling",SE/140,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417298.6138,430214.2,417382.4253,430285.58,27700",,,
yes,,2017-11-01,-1.737813,53.779508,,0.63,2018-11-01,30,0,0,"Site with detailed planning permission for 30, 2 and 3 bedroomed homes",City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,2018-03-23,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9005334REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901769FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Flockton Road, East Bowling",SE/142,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417322.5,431439.968,417427.6,431551.55,27700",,,
